id_detalle_compra,id_compra,id_producto,cantidad_recibida,costo_unitario_compra,creado_en,modificado_en,creado_por,modificado_por
8381,1397,275,18.784,32.47,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8382,1397,114,31.935,2.65,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8383,1398,153,67.431,1.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8384,1398,265,21.390,3.24,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8385,1398,124,28.615,1.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8386,1398,354,64.376,0.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8387,1398,275,14.319,31.97,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8388,1398,114,14.629,2.44,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8389,1399,153,14.944,1.35,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8390,1399,265,19.083,4.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8391,1399,124,69.004,1.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8392,1399,354,17.216,0.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8393,1399,275,51.954,31.44,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8394,1399,114,16.485,2.60,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8395,1400,153,28.700,1.21,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8396,1400,265,48.224,3.66,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8397,1400,124,66.268,1.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8398,1400,354,44.705,0.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8399,1400,275,26.857,29.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8400,1400,114,44.502,2.33,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8401,1401,153,30.070,1.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8402,1401,265,51.395,3.99,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8403,1401,124,44.340,1.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8404,1401,354,55.398,0.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8405,1401,275,44.818,31.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8406,1401,114,35.334,2.57,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8407,1402,153,32.377,1.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8408,1402,265,69.938,3.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8409,1402,124,65.091,1.64,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8410,1402,354,10.021,0.72,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8411,1402,275,52.493,31.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8412,1402,114,54.397,2.53,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8413,1403,153,58.621,1.26,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8414,1403,265,51.554,3.91,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8415,1403,124,61.139,1.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8416,1403,354,44.646,0.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8417,1403,275,24.440,31.95,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8418,1403,114,79.975,2.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8419,1404,153,29.206,1.12,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8420,1404,265,52.491,3.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8421,1404,124,77.923,1.91,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8422,1404,354,51.235,0.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8423,1404,275,54.960,32.82,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8424,1404,114,47.173,2.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8425,1405,153,38.842,1.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8426,1405,265,37.449,3.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8427,1405,124,27.051,1.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8428,1405,354,34.215,0.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8429,1405,275,32.811,27.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8430,1405,114,12.696,2.26,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8431,1406,153,39.589,1.25,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8432,1406,265,46.237,3.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8433,1406,124,24.491,1.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8434,1406,354,32.433,0.75,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8435,1406,275,69.195,28.19,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8436,1406,114,24.870,2.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8437,1407,153,60.684,1.43,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8438,1407,265,54.713,3.51,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8439,1407,124,25.429,1.74,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8440,1407,354,75.374,0.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8441,1407,275,60.516,28.36,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8442,1407,114,65.316,2.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8443,1408,153,33.634,1.29,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8444,1408,265,35.915,3.52,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8445,1408,124,19.349,1.75,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8446,1408,354,68.337,0.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8447,1408,275,21.774,27.99,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8448,1408,114,40.687,2.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8449,1409,153,16.065,1.19,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8450,1409,265,21.123,4.07,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8451,1409,124,25.139,1.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8452,1409,354,78.373,0.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8453,1409,275,76.700,30.24,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8454,1409,114,32.084,2.38,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8455,1410,153,36.958,1.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8456,1410,265,44.122,3.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8457,1410,124,38.463,1.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8458,1410,354,39.184,0.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8459,1410,275,21.536,33.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8460,1410,114,43.668,2.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8461,1411,153,71.110,1.43,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8462,1411,265,64.533,3.50,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8463,1411,124,70.900,1.91,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8464,1411,354,55.678,0.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8465,1411,275,42.199,34.30,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8466,1411,114,48.494,2.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8467,1412,153,53.483,1.36,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8468,1412,265,66.122,3.41,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8469,1412,124,66.103,1.80,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8470,1412,354,75.171,0.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8471,1412,275,72.310,29.97,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8472,1412,114,69.227,2.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8473,1413,153,17.906,1.15,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8474,1413,265,28.304,4.14,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8475,1413,124,62.940,1.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8476,1413,354,31.441,0.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8477,1413,275,41.629,28.47,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8478,1413,114,57.204,2.56,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8479,1414,153,43.801,1.36,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8480,1414,265,35.038,3.43,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8481,1414,124,77.114,1.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8482,1414,354,44.421,0.80,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8483,1414,275,70.284,29.65,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8484,1414,114,60.696,2.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8485,1415,153,42.848,1.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8486,1415,265,39.951,3.52,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8487,1415,124,10.813,1.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8488,1415,354,51.345,0.80,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8489,1415,275,79.262,30.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8490,1415,114,76.507,2.74,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8491,1416,153,27.367,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8492,1416,265,28.374,3.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8493,1416,124,43.116,1.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8494,1416,354,48.690,0.80,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8495,1416,275,62.486,30.21,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8496,1416,114,72.067,2.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8497,1417,153,72.846,1.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8498,1417,265,16.774,3.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8499,1417,124,15.060,1.57,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8500,1417,354,53.451,0.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8501,1417,275,57.145,34.09,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8502,1417,114,57.559,2.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8503,1418,153,16.039,1.24,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8504,1418,265,70.007,3.24,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8505,1418,124,58.256,1.54,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8506,1418,354,78.420,0.81,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8507,1418,275,71.616,34.44,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8508,1418,114,18.381,2.83,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8509,1419,153,30.126,1.33,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8510,1419,265,70.986,3.82,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8511,1419,124,47.338,1.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8512,1419,354,48.534,0.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8513,1419,275,38.892,31.77,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8514,1419,114,50.049,2.52,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8515,1420,153,18.423,1.16,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8516,1420,265,25.756,3.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8517,1420,124,30.273,1.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8518,1420,354,66.034,0.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8519,1420,275,11.994,33.04,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8520,1420,114,24.575,2.25,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8521,1421,153,34.955,1.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8522,1421,265,55.556,3.81,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8523,1421,124,37.449,1.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8524,1421,354,12.140,0.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8525,1421,275,64.160,32.22,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8526,1421,114,56.102,2.80,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8527,1422,153,67.891,1.21,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8528,1422,265,74.247,4.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8529,1422,124,21.345,1.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8530,1422,354,59.273,0.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8531,1422,275,50.419,30.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8532,1422,114,45.995,2.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8533,1423,153,26.279,1.23,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8534,1423,265,58.272,3.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8535,1423,124,25.286,1.56,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8536,1423,354,49.756,0.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8537,1423,275,15.436,29.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8538,1423,114,17.919,2.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8539,1424,153,59.232,1.30,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8540,1424,265,21.331,3.30,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8541,1424,124,64.385,1.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8542,1424,354,36.782,0.80,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8543,1424,275,10.997,34.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8544,1424,114,23.309,2.56,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8545,1425,153,13.131,1.22,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8546,1425,265,51.983,3.97,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8547,1425,124,37.844,1.82,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8548,1425,354,55.609,0.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8549,1425,275,50.700,29.33,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8550,1425,114,54.372,2.86,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8551,1426,153,50.562,1.41,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8552,1426,265,42.839,3.57,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8553,1426,124,55.561,1.64,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8554,1426,354,30.783,0.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8555,1426,275,32.753,30.65,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8556,1426,114,25.557,2.64,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8557,1427,153,54.696,1.15,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8558,1427,265,17.691,3.43,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8559,1427,124,20.326,1.56,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8560,1427,354,63.324,0.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8561,1427,275,46.904,34.86,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8562,1427,114,11.221,2.30,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8563,1428,153,49.481,1.41,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8564,1428,265,39.682,4.04,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8565,1428,124,54.923,1.57,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8566,1428,354,41.075,0.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8567,1428,275,13.677,34.22,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8568,1428,114,49.102,2.26,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8569,1429,153,78.581,1.16,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8570,1429,265,25.567,3.32,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8571,1429,124,15.696,1.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8572,1429,354,10.164,0.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8573,1429,275,13.886,30.51,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8574,1429,114,46.263,2.49,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8575,1430,153,15.854,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8576,1430,265,20.137,3.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8577,1430,124,22.011,1.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8578,1430,354,57.480,0.82,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8579,1430,275,59.490,30.14,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8580,1430,114,24.548,2.52,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8581,1431,153,33.890,1.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8582,1431,265,62.509,3.33,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8583,1431,124,52.663,1.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8584,1431,354,28.442,0.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8585,1431,275,55.912,34.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8586,1431,114,37.806,2.66,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8587,1432,153,56.973,1.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8588,1432,265,55.228,4.08,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8589,1432,124,34.728,1.83,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8590,1432,354,54.636,0.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8591,1432,275,37.606,34.05,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8592,1432,114,28.609,2.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8593,1433,153,63.864,1.24,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8594,1433,265,65.639,4.08,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8595,1433,124,42.329,1.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8596,1433,354,67.389,0.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8597,1433,275,45.942,29.50,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8598,1433,114,57.981,2.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8599,1434,153,68.272,1.23,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8600,1434,265,28.263,3.57,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8601,1434,124,79.091,1.54,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8602,1434,354,59.244,0.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8603,1434,275,38.311,29.25,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8604,1434,114,42.153,2.66,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8605,1435,153,35.798,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8606,1435,265,76.492,3.48,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8607,1435,124,12.258,1.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8608,1435,354,20.143,0.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8609,1435,275,49.038,29.20,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8610,1435,114,76.919,2.35,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8611,1436,153,59.491,1.24,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8612,1436,265,12.558,3.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8613,1436,124,78.744,1.63,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8614,1436,354,76.105,0.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8615,1436,275,59.428,29.60,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8616,1436,114,72.981,2.46,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8617,1437,153,68.524,1.32,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8618,1437,265,56.088,3.66,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8619,1437,124,14.572,1.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
8620,1437,354,49.067,0.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
