id_detalle_factura,id_factura,id_producto,cantidad,precio_unitario_historico,descuento_aplicado,impuesto_aplicado,creado_en,modificado_en,creado_por,modificado_por
58324,11665,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58325,11665,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58326,11666,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58327,11666,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58328,11666,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58329,11666,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58330,11666,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58331,11667,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58332,11667,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58333,11667,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58334,11667,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58335,11667,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58336,11668,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58337,11668,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58338,11668,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58339,11668,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58340,11668,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58341,11669,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58342,11669,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58343,11669,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58344,11669,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58345,11669,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58346,11670,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58347,11670,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58348,11670,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58349,11670,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58350,11670,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58351,11671,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58352,11671,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58353,11671,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58354,11671,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58355,11671,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58356,11672,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58357,11672,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58358,11672,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58359,11672,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58360,11672,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58361,11673,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58362,11673,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58363,11673,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58364,11673,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58365,11673,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58366,11674,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58367,11674,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58368,11674,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58369,11674,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58370,11674,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58371,11675,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58372,11675,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58373,11675,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58374,11675,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58375,11675,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58376,11676,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58377,11676,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58378,11676,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58379,11676,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58380,11676,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58381,11677,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58382,11677,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58383,11677,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58384,11677,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58385,11677,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58386,11678,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58387,11678,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58388,11678,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58389,11678,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58390,11678,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58391,11679,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58392,11679,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58393,11679,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58394,11679,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58395,11679,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58396,11680,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58397,11680,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58398,11680,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58399,11680,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58400,11680,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58401,11681,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58402,11681,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58403,11681,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58404,11681,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58405,11681,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58406,11682,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58407,11682,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58408,11682,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58409,11682,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58410,11682,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58411,11683,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58412,11683,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58413,11683,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58414,11683,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58415,11683,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58416,11684,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58417,11684,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58418,11684,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58419,11684,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58420,11684,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58421,11685,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58422,11685,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58423,11685,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58424,11685,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58425,11685,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58426,11686,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58427,11686,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58428,11686,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58429,11686,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58430,11686,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58431,11687,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58432,11687,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58433,11687,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58434,11687,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58435,11687,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58436,11688,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58437,11688,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58438,11688,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58439,11688,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58440,11688,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58441,11689,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58442,11689,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58443,11689,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58444,11689,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58445,11689,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58446,11690,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58447,11690,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58448,11690,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58449,11690,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58450,11690,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58451,11691,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58452,11691,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58453,11691,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58454,11691,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58455,11691,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58456,11692,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58457,11692,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58458,11692,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58459,11692,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58460,11692,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58461,11693,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58462,11693,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58463,11693,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58464,11693,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58465,11693,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58466,11694,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58467,11694,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58468,11694,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58469,11694,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58470,11694,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58471,11695,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58472,11695,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58473,11695,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58474,11695,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58475,11695,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58476,11696,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58477,11696,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58478,11696,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58479,11696,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58480,11696,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58481,11697,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58482,11697,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58483,11697,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58484,11697,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58485,11697,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58486,11698,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58487,11698,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58488,11698,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58489,11698,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58490,11698,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58491,11699,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58492,11699,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58493,11699,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58494,11699,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58495,11699,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58496,11700,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58497,11700,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58498,11700,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58499,11700,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58500,11700,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58501,11701,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58502,11701,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58503,11701,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58504,11701,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58505,11701,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58506,11702,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58507,11702,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58508,11702,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58509,11702,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58510,11702,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58511,11703,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58512,11703,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58513,11703,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58514,11703,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58515,11703,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58516,11704,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58517,11704,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58518,11704,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58519,11704,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58520,11704,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58521,11705,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58522,11705,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58523,11705,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58524,11705,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58525,11705,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58526,11706,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58527,11706,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58528,11706,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58529,11706,14,3.503,1.05,0.00,0.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58530,11706,195,3.503,0.80,0.00,0.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58531,11707,117,3.503,2.70,0.00,1.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58532,11707,95,3.503,5.50,0.00,2.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
58533,11707,187,3.503,1.10,0.00,0.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
