id_compra,id_proveedor,id_sucursal,numero_factura_proveedor,fecha_compra,subtotal,impuesto,total_pagado,creado_en,modificado_en,creado_por,modificado_por
288,45,3,FAC-PROV-2026-00000288,2025-12-22 22:30:57.125658-05,2755.06,413.26,3168.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
21,45,3,FAC-PROV-2026-00000021,2024-08-15 13:37:14.400014-05,2937.86,440.68,3378.53,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1814,45,3,FAC-PROV-2026-00001814,2025-07-08 15:04:05.380468-05,930.41,139.56,1069.97,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
622,45,3,FAC-PROV-2026-00000622,2024-05-05 19:57:23.915712-05,2851.42,427.71,3279.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1765,45,3,FAC-PROV-2026-00001765,2026-05-18 01:59:03.680346-05,2892.61,433.89,3326.50,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1027,45,3,FAC-PROV-2026-00001027,2025-06-06 15:05:05.080742-05,2011.81,301.77,2313.58,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1479,45,3,FAC-PROV-2026-00001479,2026-02-10 22:22:01.601732-05,1666.19,249.93,1916.12,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1593,45,3,FAC-PROV-2026-00001593,2025-11-28 20:32:33.950108-05,1358.46,203.77,1562.23,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1926,45,3,FAC-PROV-2026-00001926,2024-10-29 13:04:06.380988-05,1749.98,262.50,2012.47,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1832,45,3,FAC-PROV-2026-00001832,2026-06-28 17:10:27.596064-05,1158.79,173.82,1332.61,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
635,45,3,FAC-PROV-2026-00000635,2024-01-29 17:48:41.212889-05,1975.59,296.34,2271.93,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1672,45,3,FAC-PROV-2026-00001672,2025-09-14 10:34:47.297859-05,2547.82,382.17,2929.99,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
388,45,3,FAC-PROV-2026-00000388,2024-05-12 00:18:15.548548-05,1461.63,219.24,1680.88,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
151,45,3,FAC-PROV-2026-00000151,2026-03-27 21:53:43.274319-05,2967.54,445.13,3412.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1346,45,3,FAC-PROV-2026-00001346,2024-07-16 14:47:58.05264-05,2440.78,366.12,2806.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
620,45,3,FAC-PROV-2026-00000620,2025-05-23 04:39:24.100859-05,2964.21,444.63,3408.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
205,45,3,FAC-PROV-2026-00000205,2026-01-28 00:40:46.22241-05,2204.88,330.73,2535.62,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
67,45,3,FAC-PROV-2026-00000067,2024-02-28 08:12:45.29219-05,1555.17,233.28,1788.44,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
325,45,3,FAC-PROV-2026-00000325,2025-04-27 18:27:34.836803-05,1301.06,195.16,1496.21,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
895,45,3,FAC-PROV-2026-00000895,2025-06-28 03:52:08.333421-05,1508.41,226.26,1734.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
673,45,3,FAC-PROV-2026-00000673,2025-07-08 12:43:48.584082-05,833.06,124.96,958.02,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1377,45,3,FAC-PROV-2026-00001377,2026-05-12 11:52:33.988414-05,3294.89,494.23,3789.12,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1638,45,3,FAC-PROV-2026-00001638,2026-06-16 13:25:21.531369-05,2192.99,328.95,2521.94,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
783,45,3,FAC-PROV-2026-00000783,2024-08-20 17:52:09.724732-05,2586.84,388.03,2974.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1794,45,3,FAC-PROV-2026-00001794,2024-11-07 11:38:55.970247-05,2284.23,342.63,2626.86,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
334,45,3,FAC-PROV-2026-00000334,2025-07-16 10:37:54.249263-05,1709.96,256.49,1966.46,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1071,45,3,FAC-PROV-2026-00001071,2024-03-17 07:29:45.141611-05,1061.62,159.24,1220.86,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
540,45,3,FAC-PROV-2026-00000540,2024-08-30 01:23:35.216631-05,1831.38,274.71,2106.09,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1739,45,3,FAC-PROV-2026-00001739,2024-03-20 07:28:42.414481-05,1403.01,210.45,1613.46,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
464,45,3,FAC-PROV-2026-00000464,2026-04-06 06:54:38.21645-05,2622.59,393.39,3015.97,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1109,45,3,FAC-PROV-2026-00001109,2026-05-28 06:49:40.175739-05,1179.27,176.89,1356.16,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
277,45,3,FAC-PROV-2026-00000277,2024-04-28 02:59:20.364352-05,2176.96,326.54,2503.51,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1777,45,3,FAC-PROV-2026-00001777,2024-10-20 22:48:07.919172-05,2464.55,369.68,2834.23,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1980,45,3,FAC-PROV-2026-00001980,2024-08-27 04:31:37.320589-05,2482.19,372.33,2854.51,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1842,45,3,FAC-PROV-2026-00001842,2024-08-11 01:01:08.300583-05,2609.63,391.44,3001.08,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
300,45,3,FAC-PROV-2026-00000300,2026-06-22 18:41:05.294863-05,2098.56,314.78,2413.34,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
662,45,3,FAC-PROV-2026-00000662,2024-10-20 01:23:58.97794-05,722.98,108.45,831.43,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
284,45,3,FAC-PROV-2026-00000284,2026-05-15 21:32:38.350977-05,2936.93,440.54,3377.46,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1254,45,3,FAC-PROV-2026-00001254,2025-10-27 15:00:55.727696-05,1462.04,219.31,1681.35,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
342,45,3,FAC-PROV-2026-00000342,2025-11-07 17:04:15.094098-05,909.09,136.36,1045.45,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1133,45,3,FAC-PROV-2026-00001133,2024-08-15 06:51:12.622352-05,2968.77,445.32,3414.09,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1271,45,3,FAC-PROV-2026-00001271,2024-05-15 05:08:49.654143-05,1281.31,192.20,1473.51,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1073,45,3,FAC-PROV-2026-00001073,2024-10-08 20:15:03.405016-05,1989.60,298.44,2288.05,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
588,45,3,FAC-PROV-2026-00000588,2024-02-23 15:29:09.58267-05,2011.35,301.70,2313.06,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1019,45,3,FAC-PROV-2026-00001019,2025-10-07 12:42:43.861471-05,860.91,129.14,990.05,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
439,45,3,FAC-PROV-2026-00000439,2025-01-08 19:42:28.034895-05,2808.89,421.33,3230.22,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
206,45,3,FAC-PROV-2026-00000206,2025-04-11 23:21:22.711522-05,2338.10,350.71,2688.81,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
46,45,3,FAC-PROV-2026-00000046,2024-09-19 17:00:07.954-05,2035.64,305.35,2340.99,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1773,45,3,FAC-PROV-2026-00001773,2024-02-24 13:35:38.204235-05,1468.53,220.28,1688.81,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
586,45,3,FAC-PROV-2026-00000586,2025-05-25 16:00:27.758728-05,1981.91,297.29,2279.20,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
53,45,3,FAC-PROV-2026-00000053,2025-02-15 07:38:10.313119-05,1814.47,272.17,2086.64,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
336,45,3,FAC-PROV-2026-00000336,2026-05-05 14:26:22.087182-05,1385.32,207.80,1593.11,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
275,45,3,FAC-PROV-2026-00000275,2025-10-02 11:03:59.760391-05,1775.03,266.25,2041.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1801,45,3,FAC-PROV-2026-00001801,2024-10-29 06:31:43.839018-05,1219.71,182.96,1402.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1412,45,3,FAC-PROV-2026-00001412,2024-01-09 05:47:45.001325-05,2836.11,425.42,3261.52,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
260,45,3,FAC-PROV-2026-00000260,2025-07-26 05:21:10.363079-05,2566.48,384.97,2951.45,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
136,45,3,FAC-PROV-2026-00000136,2025-03-15 11:11:45.44798-05,1097.82,164.67,1262.49,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
139,45,3,FAC-PROV-2026-00000139,2025-03-18 20:33:35.330682-05,1027.82,154.17,1181.99,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1459,45,3,FAC-PROV-2026-00001459,2024-09-12 08:32:03.587783-05,2569.43,385.41,2954.84,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1537,45,3,FAC-PROV-2026-00001537,2024-08-02 12:26:49.928089-05,1637.61,245.64,1883.26,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1033,45,3,FAC-PROV-2026-00001033,2026-07-01 04:59:50.645487-05,1935.56,290.33,2225.89,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1868,45,3,FAC-PROV-2026-00001868,2025-02-03 14:26:42.735158-05,884.97,132.75,1017.72,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
425,45,3,FAC-PROV-2026-00000425,2025-10-04 23:59:39.751409-05,2223.01,333.45,2556.46,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1499,45,3,FAC-PROV-2026-00001499,2024-08-13 03:10:44.634113-05,799.38,119.91,919.29,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1734,45,3,FAC-PROV-2026-00001734,2025-05-23 10:17:05.631501-05,1329.54,199.43,1528.98,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
825,45,3,FAC-PROV-2026-00000825,2024-02-14 17:20:21.469491-05,1168.65,175.30,1343.95,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1040,45,3,FAC-PROV-2026-00001040,2025-07-27 21:27:45.84151-05,2755.35,413.30,3168.66,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
731,45,3,FAC-PROV-2026-00000731,2026-03-30 21:01:14.562103-05,1773.16,265.97,2039.14,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
403,45,3,FAC-PROV-2026-00000403,2026-02-19 21:59:17.177191-05,2431.97,364.80,2796.77,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1597,45,3,FAC-PROV-2026-00001597,2025-08-08 02:01:36.65105-05,2362.50,354.38,2716.88,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1350,45,3,FAC-PROV-2026-00001350,2025-07-23 20:16:49.866156-05,1509.48,226.42,1735.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
654,45,3,FAC-PROV-2026-00000654,2024-01-05 11:01:28.068744-05,3035.43,455.31,3490.74,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
33,45,3,FAC-PROV-2026-00000033,2026-01-18 16:44:26.608327-05,2844.60,426.69,3271.29,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1643,45,3,FAC-PROV-2026-00001643,2025-02-24 20:17:31.214106-05,2046.34,306.95,2353.30,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
549,45,3,FAC-PROV-2026-00000549,2025-04-23 07:57:09.772836-05,804.47,120.67,925.14,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1858,45,3,FAC-PROV-2026-00001858,2024-11-15 00:23:53.016392-05,2097.14,314.57,2411.71,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
653,45,3,FAC-PROV-2026-00000653,2025-07-04 22:29:16.322239-05,3006.77,451.02,3457.79,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
380,45,3,FAC-PROV-2026-00000380,2024-10-09 23:14:10.75681-05,954.88,143.23,1098.11,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1339,45,3,FAC-PROV-2026-00001339,2025-03-23 23:06:25.375479-05,2954.50,443.17,3397.67,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
130,45,3,FAC-PROV-2026-00000130,2025-05-10 04:38:09.788582-05,1618.41,242.76,1861.17,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
23,45,3,FAC-PROV-2026-00000023,2025-02-16 17:30:52.7676-05,2012.11,301.82,2313.92,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
612,45,3,FAC-PROV-2026-00000612,2024-08-16 03:33:55.047589-05,1110.44,166.57,1277.01,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
486,45,3,FAC-PROV-2026-00000486,2025-04-22 12:16:40.682153-05,2007.17,301.08,2308.24,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1521,45,3,FAC-PROV-2026-00001521,2024-11-03 20:19:26.529773-05,1390.05,208.51,1598.56,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1528,45,3,FAC-PROV-2026-00001528,2024-10-12 05:05:48.113698-05,1647.13,247.07,1894.20,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
765,45,3,FAC-PROV-2026-00000765,2026-04-12 12:40:57.53958-05,1298.43,194.76,1493.19,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1277,45,3,FAC-PROV-2026-00001277,2025-08-05 17:30:03.242054-05,2491.58,373.74,2865.31,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1855,45,3,FAC-PROV-2026-00001855,2024-02-29 14:23:25.856126-05,3009.21,451.38,3460.59,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
552,45,3,FAC-PROV-2026-00000552,2025-08-05 15:23:51.124263-05,1896.13,284.42,2180.55,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
887,45,3,FAC-PROV-2026-00000887,2026-07-07 18:23:24.534028-05,3051.36,457.70,3509.06,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1772,45,3,FAC-PROV-2026-00001772,2024-10-05 23:37:31.310538-05,1316.85,197.53,1514.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1669,45,3,FAC-PROV-2026-00001669,2024-02-11 14:25:21.071185-05,1470.43,220.56,1691.00,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
959,45,3,FAC-PROV-2026-00000959,2025-09-15 16:26:09.463979-05,996.19,149.43,1145.62,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1983,45,3,FAC-PROV-2026-00001983,2025-08-08 19:59:11.079697-05,2152.93,322.94,2475.86,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
386,45,3,FAC-PROV-2026-00000386,2026-06-07 06:24:51.401414-05,2631.59,394.74,3026.32,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1797,45,3,FAC-PROV-2026-00001797,2024-10-13 15:49:11.344596-05,1327.95,199.19,1527.14,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
433,45,3,FAC-PROV-2026-00000433,2026-05-08 22:04:30.087199-05,1248.95,187.34,1436.30,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
364,45,3,FAC-PROV-2026-00000364,2025-05-27 15:46:05.607724-05,2336.08,350.41,2686.49,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1187,45,3,FAC-PROV-2026-00001187,2025-03-29 16:02:08.495818-05,1095.87,164.38,1260.25,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1123,45,3,FAC-PROV-2026-00001123,2024-09-05 07:22:26.798639-05,1229.81,184.47,1414.28,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
345,45,3,FAC-PROV-2026-00000345,2024-12-24 08:52:17.026704-05,2468.40,370.26,2838.66,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
92,45,3,FAC-PROV-2026-00000092,2026-05-23 14:19:57.502511-05,2660.59,399.09,3059.68,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
541,45,3,FAC-PROV-2026-00000541,2024-09-09 03:19:48.407725-05,2314.59,347.19,2661.78,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1517,45,3,FAC-PROV-2026-00001517,2025-03-22 06:40:50.25811-05,1103.97,165.59,1269.56,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1598,45,3,FAC-PROV-2026-00001598,2026-06-02 20:09:07.290106-05,1043.82,156.57,1200.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
437,45,3,FAC-PROV-2026-00000437,2026-07-12 04:02:21.561147-05,2609.63,391.44,3001.07,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
957,45,3,FAC-PROV-2026-00000957,2025-01-03 13:45:04.642441-05,997.70,149.66,1147.36,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1065,45,3,FAC-PROV-2026-00001065,2025-09-30 21:00:45.5119-05,887.34,133.10,1020.44,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
998,45,3,FAC-PROV-2026-00000998,2026-02-12 08:14:51.786934-05,3165.13,474.77,3639.90,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1795,45,3,FAC-PROV-2026-00001795,2024-10-04 02:41:25.852701-05,1988.71,298.31,2287.02,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1719,45,3,FAC-PROV-2026-00001719,2025-07-16 20:48:51.679141-05,1509.27,226.39,1735.66,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
197,45,3,FAC-PROV-2026-00000197,2026-01-20 00:15:52.264681-05,2336.89,350.53,2687.42,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
999,45,3,FAC-PROV-2026-00000999,2024-09-24 19:39:49.543327-05,2994.65,449.20,3443.85,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
493,45,3,FAC-PROV-2026-00000493,2025-12-27 18:30:10.886052-05,2149.17,322.38,2471.54,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1536,45,3,FAC-PROV-2026-00001536,2025-10-17 14:22:20.480646-05,1435.14,215.27,1650.41,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
707,45,3,FAC-PROV-2026-00000707,2024-06-13 16:28:36.567005-05,1027.28,154.09,1181.37,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
665,45,3,FAC-PROV-2026-00000665,2025-11-20 16:32:32.350489-05,1729.33,259.40,1988.73,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
759,45,3,FAC-PROV-2026-00000759,2025-02-27 05:25:35.866459-05,1006.84,151.03,1157.87,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
482,45,3,FAC-PROV-2026-00000482,2025-08-28 02:36:17.169031-05,2635.68,395.35,3031.03,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1547,45,3,FAC-PROV-2026-00001547,2024-03-23 10:07:55.756512-05,2031.35,304.70,2336.05,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
311,45,3,FAC-PROV-2026-00000311,2025-08-28 00:32:25.081598-05,2076.48,311.47,2387.95,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
103,45,3,FAC-PROV-2026-00000103,2025-01-25 17:18:38.909244-05,1191.59,178.74,1370.33,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1252,45,3,FAC-PROV-2026-00001252,2026-03-09 15:32:41.832539-05,2136.59,320.49,2457.08,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1236,45,3,FAC-PROV-2026-00001236,2024-05-02 05:16:06.554354-05,1768.43,265.26,2033.69,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
875,45,3,FAC-PROV-2026-00000875,2025-02-04 21:10:46.937869-05,2213.49,332.02,2545.51,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1255,45,3,FAC-PROV-2026-00001255,2026-07-08 03:34:56.635589-05,2470.50,370.57,2841.07,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
420,45,3,FAC-PROV-2026-00000420,2024-04-19 21:46:06.231797-05,2005.69,300.85,2306.54,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1651,45,3,FAC-PROV-2026-00001651,2026-01-17 19:22:57.40802-05,2360.96,354.14,2715.10,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1722,45,3,FAC-PROV-2026-00001722,2024-02-07 14:17:20.108907-05,2015.76,302.36,2318.13,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1322,45,3,FAC-PROV-2026-00001322,2024-07-30 08:55:31.909597-05,1366.42,204.96,1571.38,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
845,45,3,FAC-PROV-2026-00000845,2024-07-01 16:16:53.402804-05,1005.36,150.80,1156.17,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1985,45,3,FAC-PROV-2026-00001985,2026-01-28 13:13:18.882228-05,1152.78,172.92,1325.70,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1761,45,3,FAC-PROV-2026-00001761,2025-03-27 05:21:32.700335-05,915.31,137.30,1052.60,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
196,45,3,FAC-PROV-2026-00000196,2026-05-14 12:04:56.332871-05,695.75,104.36,800.11,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
291,45,3,FAC-PROV-2026-00000291,2025-11-12 01:07:42.069264-05,1036.48,155.47,1191.95,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1069,45,3,FAC-PROV-2026-00001069,2025-12-15 05:00:30.744577-05,2846.25,426.94,3273.19,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1361,45,3,FAC-PROV-2026-00001361,2026-05-01 19:27:02.985023-05,1983.42,297.51,2280.93,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
61,45,3,FAC-PROV-2026-00000061,2025-12-30 00:46:07.075979-05,1147.10,172.06,1319.16,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1043,45,3,FAC-PROV-2026-00001043,2024-01-10 15:27:37.20552-05,2165.57,324.84,2490.41,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
602,45,3,FAC-PROV-2026-00000602,2024-11-16 21:12:02.882837-05,1095.72,164.36,1260.08,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
691,45,3,FAC-PROV-2026-00000691,2026-02-24 12:50:35.991491-05,1948.82,292.32,2241.14,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
697,45,3,FAC-PROV-2026-00000697,2025-11-01 12:51:11.324014-05,793.39,119.01,912.39,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
705,45,3,FAC-PROV-2026-00000705,2025-11-02 15:54:39.732717-05,1883.83,282.57,2166.40,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
104,45,3,FAC-PROV-2026-00000104,2024-01-29 14:44:13.187789-05,1516.31,227.45,1743.76,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
1032,45,3,FAC-PROV-2026-00001032,2024-08-26 23:35:16.839955-05,1182.59,177.39,1359.98,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
171,45,3,FAC-PROV-2026-00000171,2024-09-11 07:59:57.591813-05,917.70,137.66,1055.36,2026-07-17 19:22:27.718562-05,2026-07-17 19:22:27.718562-05,script_generator,
